date(日期),Q(径流),E(蒸发),P(降水)
1986/5/1,46.4,1.9,5.2
1986/5/2,41.4,1.3,21.1
1986/5/3,64.6,1.6,0.1
1986/5/4,47,1.8,0
1986/5/5,34.2,1.9,0.4
1986/5/6,28.7,1,0
1986/5/7,24.8,3,0
1986/5/8,22.8,2.8,0
1986/5/9,19.2,3.2,0
1986/5/10,18.9,0.4,23.6
1986/5/11,27.1,1.5,0
1986/5/12,21.3,1.4,1.5
1986/5/13,20,0.5,2.7
1986/5/14,20.7,4,0
1986/5/15,16,4,0
1986/5/16,12.7,4.1,0
1986/5/17,9.99,4.3,0
1986/5/18,9.64,2.2,0
1986/5/19,9.94,2.2,0
1986/5/20,12.8,3.8,12.1
1986/5/21,22.1,2,1.8
1986/5/22,22.7,3.7,0
1986/5/23,11.3,3.8,0
1986/5/24,12.2,3.4,0
1986/5/25,9.13,3.1,0
1986/5/26,8.33,4,0
1986/5/27,8.01,2,0
1986/5/28,7.58,1.7,21.3
1986/5/29,21.3,4,0
1986/5/30,18.5,3.2,0
1986/5/31,11.3,3,0
1986/6/1,11.4,1.3,33
1986/6/2,31,0.4,20.4
1986/6/3,26.9,1.2,0
1986/6/4,25,2.6,0
1986/6/5,32.4,0.9,5.1
1986/6/6,31.9,0.6,1
1986/6/7,22.6,1.2,0
1986/6/8,18.2,2,0
1986/6/9,14.3,2,0
1986/6/10,10.5,1.7,0
1986/6/11,10.4,2.5,0
1986/6/12,8.6,2.2,0
1986/6/13,7.55,3.1,0
1986/6/14,8.95,2.9,0
1986/6/15,6.45,2.9,0
1986/6/16,10.8,0.8,15.5
1986/6/17,45.2,1,3.8
1986/6/18,23.5,1.9,14.9
1986/6/19,59,0.7,17.4
1986/6/20,51.9,1.2,0.7
1986/6/21,33.5,2.8,0
1986/6/22,20.4,2.2,0.1
1986/6/23,15.9,1.4,25.2
1986/6/24,22.8,3.2,0
1986/6/25,15.6,2.6,0
1986/6/26,12.1,2.3,19.7
1986/6/27,13.5,2.5,0
1986/6/28,13.3,2.3,0
1986/6/29,9.11,3.3,0.3
1986/6/30,8.27,2.1,0
1986/7/1,6.87,1.7,0.7
1986/7/2,12.2,0.3,42.7
1986/7/3,61.2,1.2,18.1
1986/7/4,38.7,1.5,4.8
1986/7/5,28.2,1.6,14.7
1986/7/6,89.6,1.6,15.9
1986/7/7,95,2,4.8
1986/7/8,48.7,2.6,0
1986/7/9,28.9,3.4,0
1986/7/10,21.3,3.6,0
1986/7/11,16.5,3.2,0.2
1986/7/12,14.9,1.3,0.9
1986/7/13,11.5,2.7,0
1986/7/14,11.4,3,0
1986/7/15,11.6,4.3,0
1986/7/16,10.1,3.3,0
1986/7/17,7.93,3.1,0
1986/7/18,9.24,3,0
1986/7/19,9.52,3.8,20.8
1986/7/20,11.6,3,5.8
1986/7/21,18,3.4,0
1986/7/22,12.6,4.6,0
1986/7/23,7.63,4.4,0
1986/7/24,7.92,4,0
1986/7/25,5.81,3.5,0
1986/7/26,5.79,4.5,0
1986/7/27,4.66,4.3,0
1986/7/28,4.49,5,0
1986/7/29,5.78,4.5,0
1986/7/30,3.77,3.8,5.7
1986/7/31,5.12,1.7,35.1
1986/8/1,14,1.8,1.9
1986/8/2,19.3,3.5,0
1986/8/3,24.9,3.5,0
1986/8/4,15.8,2.8,0
1986/8/5,11.5,3.2,1.7
1986/8/6,9.48,2.9,0
1986/8/7,6.62,3.1,0
1986/8/8,6.08,2.3,0
1986/8/9,5.17,2.4,0.8
1986/8/10,7.05,4.6,0
1986/8/11,5.89,3.3,16.8
1986/8/12,7.23,4,0
1986/8/13,9.6,3.1,0
1986/8/14,4.72,3.8,5.2
1986/8/15,6.88,3.2,0
1986/8/16,6.58,5.1,0
1986/8/17,4.37,4.4,0
1986/8/18,3.57,3.7,0
1986/8/19,4.26,4.6,0
1986/8/20,3.13,3.4,2.2
1986/8/21,3.38,3.2,0
1986/8/22,3.75,4.4,0
1986/8/23,3.04,3.7,0
1986/8/24,3.55,2.9,0
1986/8/25,2.87,3,0
1986/8/26,2.35,3.9,0
1986/8/27,3.03,1.4,0
1986/8/28,2.68,2.8,0
1986/8/29,3.08,2.6,0
1986/8/30,2.32,1.8,0
1986/8/31,2.65,2.9,2.1
1986/9/1,3.71,1.6,2.4
1986/9/2,2.96,4.3,0
1986/9/3,3.03,4.1,0
1986/9/4,2.96,1.8,0
1986/9/5,3.57,3,60.6
1986/9/6,19.1,1.6,1.5
1986/9/7,13.2,2.6,0
1986/9/8,7.25,2.6,0
1986/9/9,3.6,3.5,0
1986/9/10,6.01,3.7,0
1986/9/11,3.84,3.5,0
1986/9/12,3.08,3.5,0
1986/9/13,3.5,1.4,0.7
1986/9/14,4.27,2,1.6
1986/9/15,4.21,1.9,0
1986/9/16,4.13,3.3,0
1986/9/17,3.12,4,0
1986/9/18,5.19,3.9,0
1986/9/19,3.81,3,0.4
1986/9/20,3.68,4.1,0
1986/9/21,1.91,3.1,0
1986/9/22,2.99,3.1,0
1986/9/23,3.47,3.9,0
1986/9/24,3.27,4,0
1986/9/25,2.02,4.1,0
1986/9/26,2.83,3.1,0
1986/9/27,2.78,3,0
1986/9/28,3.34,3.6,0
1986/9/29,1.84,3.3,0
1986/9/30,2.52,3.1,0
1986/10/1,2.8,4,0
1986/10/2,2.9,4,0
1986/10/3,2.28,2.4,0
1986/10/4,2.18,1.7,0.2
1986/10/5,2.63,0,1.4
1986/10/6,3.27,2.9,0
1986/10/7,2.1,1.7,0
1986/10/8,3.36,3.9,0
1986/10/9,3.53,2.2,0
1986/10/10,3.22,3.3,0
1986/10/11,2.3,3.4,0
1986/10/12,2.61,4,0
1986/10/13,3.84,3.9,0
1986/10/14,2.77,4.6,0
1986/10/15,2.54,3.4,0
1986/10/16,2.44,2.7,0
1986/10/17,2.51,0.4,37.5
1986/10/18,15.3,1.9,30.9
1986/10/19,18.2,2.3,0
1986/10/20,7.42,1.5,0
1986/10/21,5.42,1.6,1.1
1986/10/22,5.61,1.6,0
1986/10/23,2.85,1.1,1
1986/10/24,3.83,0.8,2.3
1986/10/25,4.56,0,0.7
1986/10/26,5.33,1.7,18.7
1986/10/27,7.01,0.8,9.4
1986/10/28,10.9,2,0.9
1986/10/29,9.12,3,0
1986/10/30,4.93,2.1,0
1986/10/31,4.74,2.7,0
1986/11/1,5.31,2.9,0
1986/11/2,4.01,1.7,0
1986/11/3,3.58,2.3,0
1986/11/4,5.45,2.2,0
1986/11/5,2.77,1.9,0
1986/11/6,3.31,0.3,0.4
1986/11/7,3.06,0.6,4.1
1986/11/8,3.09,1.5,0
1986/11/9,2.95,3.1,0
1986/11/10,2.92,2,0
1986/11/11,2.87,1.4,0
1986/11/12,3.67,0.4,9.8
1986/11/13,4.18,0,1.6
1986/11/14,4.37,1.6,16
1986/11/15,6.93,1.5,24.5
1986/11/16,23.7,1.4,0.1
1986/11/17,16.4,0.8,0
1986/11/18,6.89,0.8,0
1986/11/19,4.69,1.8,0
1986/11/20,4.87,0.6,0
1986/11/21,6.74,1.6,0
1986/11/22,3.84,1.1,0
1986/11/23,3.83,1.4,3.9
1986/11/24,4.83,1.5,0.8
1986/11/25,4.1,1.9,0
1986/11/26,4.19,2.7,0
1986/11/27,4.21,1.2,0
1986/11/28,3.13,1.3,0.3
1986/11/29,3.68,1,0
1986/11/30,3.67,1.6,0
1986/12/1,3.58,1.2,0
1986/12/2,3.03,1.1,0
1986/12/3,4.68,1,0
1986/12/4,3.32,2.5,0
1986/12/5,2.4,0.5,0
1986/12/6,1.6,1.8,0
1986/12/7,2.47,2.4,0
1986/12/8,2.48,2.2,0
1986/12/9,2.53,0.4,0
1986/12/10,2.78,1,0
1986/12/11,2.37,2.9,0
1986/12/12,2.37,1.5,0
1986/12/13,2.36,1,0.6
1986/12/14,2.08,0.8,0
1986/12/15,2.55,0.4,0.2
1986/12/16,2.62,0.4,0
1986/12/17,2.63,0.4,13.9
1986/12/18,3.13,2.1,0
1986/12/19,3.58,1.9,0
1986/12/20,3.74,1.7,0
1986/12/21,3.05,1.5,0
1986/12/22,1.94,2,0
1986/12/23,3.04,1,0
1986/12/24,2.46,1,0
1986/12/25,2.74,1,0
1986/12/26,2.22,0.8,0
1986/12/27,2.22,1.3,0
1986/12/28,2.38,1,0
1986/12/29,2.3,1.8,0
1986/12/30,2.24,0.2,0
1986/12/31,1.99,0.7,0
1987/1/1,2.47,0.8,0
1987/1/2,2.09,1.3,1.1
1987/1/3,2.25,0.5,13.3
1987/1/4,2.71,1.2,16.2
1987/1/5,9.77,1.9,0
1987/1/6,5.91,1,0
1987/1/7,4.33,1.1,0
1987/1/8,3.65,1,0
1987/1/9,2.97,1.6,0
1987/1/10,3.29,0.4,2
1987/1/11,3.44,0.4,1.4
1987/1/12,3.61,1.8,0
1987/1/13,2.85,1.6,0
1987/1/14,2.68,1.6,0
1987/1/15,2.94,0.6,0.7
1987/1/16,3.03,0.3,0
1987/1/17,2.69,0.3,0.3
1987/1/18,2.7,0.4,12.4
1987/1/19,3.39,1.6,0
1987/1/20,2.55,1.4,0
1987/1/21,2.43,0.6,6.2
1987/1/22,2.49,0.4,6.8
1987/1/23,3.76,0.7,4.5
1987/1/24,3.84,2.1,0
1987/1/25,3.73,2,0
1987/1/26,3.45,1.8,0
1987/1/27,2.78,2.2,0
1987/1/28,2.97,1,0
1987/1/29,3.36,0.5,0.6
1987/1/30,2.93,0.6,0
1987/1/31,2.87,1.2,0
1987/2/1,2.9,1.4,0
1987/2/2,2.9,2.5,0
1987/2/3,2.94,2.1,0
1987/2/4,2.61,2,0
1987/2/5,2.87,1.6,0
1987/2/6,3.08,1.5,1
1987/2/7,2.64,0.9,0
1987/2/8,2.11,2.2,0
1987/2/9,2.28,1,0
1987/2/10,2.28,1.1,0
1987/2/11,2.77,2.2,2.3
1987/2/12,1.66,0.6,1.2
1987/2/13,2.23,1.2,0
1987/2/14,2.43,1.4,1.1
1987/2/15,2.64,1.2,0
1987/2/16,2.37,1.1,0
1987/2/17,2.13,1,0.9
1987/2/18,2.37,0.4,0.1
1987/2/19,2.28,1.9,0.8
1987/2/20,2.66,1.4,20.2
1987/2/21,3.54,1,19
1987/2/22,7.72,1.4,2.3
1987/2/23,10.2,0.2,8.4
1987/2/24,11.5,2.3,0
1987/2/25,9.67,2.1,23.1
1987/2/26,8.67,0.4,23.8
1987/2/27,32.8,1.6,0
1987/2/28,20.5,2.2,0
1987/3/1,11.5,2.1,0
1987/3/2,6.75,2,0
1987/3/3,4.5,1.5,7.4
1987/3/4,5.98,1,0
1987/3/5,5.74,0.4,0
1987/3/6,4.46,0.6,7.4
1987/3/7,5,1.4,0
1987/3/8,3.2,2.5,19.9
1987/3/9,7.03,1.6,26.8
1987/3/10,33.5,0.8,11
1987/3/11,26.9,0.8,0.2
1987/3/12,16.9,0.5,1.4
1987/3/13,12.1,0.8,8.9
1987/3/14,10.6,0,23.5
1987/3/15,29.1,1.1,15.9
1987/3/16,46.5,0.5,14.6
1987/3/17,36.5,0.2,0.1
1987/3/18,23.2,0.5,54.1
1987/3/19,69.7,0.2,14.2
1987/3/20,44,1.1,0.1
1987/3/21,24.5,0.9,0.9
1987/3/22,20.1,0.5,20.2
1987/3/23,20.7,0.6,5.3
1987/3/24,24.6,1.7,12.8
1987/3/25,22.8,1.3,2.8
1987/3/26,21.9,1.8,2.8
1987/3/27,20.7,0,29.7
1987/3/28,59.2,0.6,13
1987/3/29,53.7,0.9,13.5
1987/3/30,46.1,1.2,8
1987/3/31,49.7,0.6,23.2
1987/4/1,71.5,0.8,18.1
1987/4/2,76.6,0.4,12.5
1987/4/3,63.7,1.5,0
1987/4/4,36.7,0.5,48.3
1987/4/5,126,0.8,13.1
1987/4/6,72.1,0.9,10.7
1987/4/7,47.5,0.3,0.2
1987/4/8,34.8,0.6,0.2
1987/4/9,26.1,1.6,0
1987/4/10,22.7,2.4,19.8
1987/4/11,27.9,1.3,23.2
1987/4/12,71,1.3,6
1987/4/13,49.2,1.5,11.6
1987/4/14,38.7,2,0
1987/4/15,28.1,2.5,0
1987/4/16,22.7,2,0
1987/4/17,19.8,2.9,0
1987/4/18,15.7,2.6,0
1987/4/19,15.4,2,0
1987/4/20,10.8,3.2,17.4
1987/4/21,16.2,3.1,3.5
1987/4/22,17.5,1.2,0
1987/4/23,13,0.7,0
1987/4/24,11.8,3.7,0
1987/4/25,10.1,4.3,33.3
1987/4/26,22.7,2.8,1.3
1987/4/27,22.5,2.6,0
1987/4/28,15.4,3.6,0
1987/4/29,12,1.4,0.1
1987/4/30,11.2,2.2,0
1987/5/1,10.7,0.2,6.1
1987/5/2,14.5,1.2,9
1987/5/3,25.6,1.1,13.3
1987/5/4,42.6,1.7,19.7
1987/5/5,71.1,1.4,46.5
1987/5/6,107,0,11.2
1987/5/7,66.8,0.2,3.5
1987/5/8,41.1,0.4,3.2
1987/5/9,30.3,1.1,0
1987/5/10,63.5,0.8,36.7
1987/5/11,66.4,1.1,0
1987/5/12,35.9,2.3,29.5
1987/5/13,114,2.5,20.2
1987/5/14,79.9,0.4,0
1987/5/15,54.9,0.3,45.9
1987/5/16,106,2.4,2.1
1987/5/17,52.6,3.1,0
1987/5/18,36.6,3.4,0
1987/5/19,28.1,1.8,1.1
1987/5/20,26.6,0.5,1.6
1987/5/21,32.8,0.2,48
1987/5/22,335,1.1,10.8
1987/5/23,90.8,2.6,0
1987/5/24,50.8,2.2,4.7
1987/5/25,38.9,2.8,0
1987/5/26,31.2,2.8,0.1
1987/5/27,32.5,3.2,11.6
1987/5/28,36,1,1
1987/5/29,31.1,1.9,0
1987/5/30,26.7,1.2,0
1987/5/31,22.8,2.8,7.4
1987/6/1,42.9,0.1,42.3
1987/6/2,62.9,3.2,0
1987/6/3,29.4,3.3,0
1987/6/4,24,2.5,0.5
1987/6/5,22.2,1,0
1987/6/6,19,2.9,5
1987/6/7,22.4,2.6,18.9
1987/6/8,30.9,2.5,2.7
1987/6/9,23.2,3.8,0
1987/6/10,18.3,4.1,0
1987/6/11,15.2,3.2,0
1987/6/12,11.9,3.3,0
1987/6/13,13.8,0.9,36.9
1987/6/14,20.2,2.1,2.1
1987/6/15,21.4,0.7,0.2
1987/6/16,19.9,0.4,0
1987/6/17,16.3,1.7,0
1987/6/18,14.4,2.8,0.1
1987/6/19,12.9,2.1,21.8
1987/6/20,27.4,1.8,0
1987/6/21,29.9,1.4,69.8
1987/6/22,51.1,1.2,7.7
1987/6/23,30.2,1.3,8.8
1987/6/24,27.8,3,0
1987/6/25,22,3.1,0
1987/6/26,15.8,2.4,0
1987/6/27,15.7,2.4,0
1987/6/28,13.4,1.8,31.9
1987/6/29,53.9,0.2,39.1
1987/6/30,61.3,0.3,2.9
1987/7/1,39.6,0.4,28.4
1987/7/2,78.3,1.5,0
1987/7/3,32.4,1.8,0.3
1987/7/4,24.8,3.6,0
1987/7/5,19.7,3.8,0
1987/7/6,16.2,4,0
1987/7/7,14.4,4.5,0
1987/7/8,12.9,2.5,0
1987/7/9,10.5,4.1,0
1987/7/10,10.4,2,0
1987/7/11,9.33,4,0
1987/7/12,8.37,4,0
1987/7/13,9.08,2,17.1
1987/7/14,10.1,1.4,0
1987/7/15,10.3,2.6,0
1987/7/16,8.93,1.6,2.4
1987/7/17,9.96,4.2,0
1987/7/18,11.9,4.1,0
1987/7/19,8.79,3.5,0
1987/7/20,6.71,3.8,0
1987/7/21,7.3,4.6,0
1987/7/22,5.12,4.2,2.4
1987/7/23,7.33,3.7,18.9
1987/7/24,15.1,0,13.1
1987/7/25,21.7,2.9,0.6
1987/7/26,19.4,1.2,1.6
1987/7/27,13,2.2,0.7
1987/7/28,9.96,3.5,9.8
1987/7/29,10.3,2.6,6.8
1987/7/30,9.86,1.8,4
1987/7/31,16.8,2,5.8
1987/8/1,14.2,2.3,3.2
1987/8/2,16.1,3,0
1987/8/3,11.5,4.2,0
1987/8/4,8.52,4,0
1987/8/5,7.12,4.1,0
1987/8/6,4.31,4.7,0
1987/8/7,5.27,3.7,22.8
1987/8/8,6.73,0.9,0
1987/8/9,5.76,1.3,0
1987/8/10,4.75,1.7,0
1987/8/11,6.44,3.3,0
1987/8/12,4.87,2.1,4.1
1987/8/13,5.16,2.6,0.3
1987/8/14,4.87,3,0
1987/8/15,5.42,3.4,0
1987/8/16,5.7,3.2,10.4
1987/8/17,4.83,2,0.8
1987/8/18,7.57,3.4,0
1987/8/19,6.33,2.4,4.4
1987/8/20,11.2,3.5,0
1987/8/21,6.73,3.2,0.4
1987/8/22,5.54,4.4,35.7
1987/8/23,15.9,1.4,0
1987/8/24,11.8,3.1,0
1987/8/25,7.02,4.6,0
1987/8/26,3.72,3.3,0
1987/8/27,4.82,3.5,0
1987/8/28,6.79,3.6,0
1987/8/29,6.49,3.8,10
1987/8/30,3.49,2.5,0
1987/8/31,5.55,2.8,0
1987/9/1,5.93,1.6,0
1987/9/2,4.81,4.5,0
1987/9/3,4.68,4.3,0
1987/9/4,6.45,3.1,0.1
1987/9/5,5.55,1.2,4.2
1987/9/6,5.46,3,0
1987/9/7,3.76,3.6,0
1987/9/8,3.35,3.9,0
1987/9/9,4.11,2.9,2.2
1987/9/10,4.65,0.8,35.6
1987/9/11,21.2,0.6,6.5
1987/9/12,17.6,1.1,0
1987/9/13,17.9,1.9,0.2
1987/9/14,12,4,0
1987/9/15,7.55,3.3,0.8
1987/9/16,7.17,4.4,0
1987/9/17,5.39,4,0
1987/9/18,4.62,4,0
1987/9/19,5.66,3.1,0
1987/9/20,4.23,1.3,0
1987/9/21,4.81,1.4,0
1987/9/22,6.04,2.3,0
1987/9/23,5.84,2.6,0
1987/9/24,4.4,2.6,54.7
1987/9/25,49.2,1.9,10.4
1987/9/26,31.3,2.1,0
1987/9/27,16.9,2.8,0
1987/9/28,10.9,2.3,0
1987/9/29,8.89,2.8,0
1987/9/30,8.06,2,0
1987/10/1,7.65,2.4,0
1987/10/2,8.83,2.7,0
1987/10/3,6.71,2.9,0
1987/10/4,7.03,1.1,5.4
1987/10/5,7.24,1.2,2.8
1987/10/6,8.88,0.9,5.3
1987/10/7,11.1,0,9
1987/10/8,14.5,0.6,4.5
1987/10/9,10.5,0.8,14.1
1987/10/10,24.5,0.8,0.5
1987/10/11,21.6,1.4,2.1
1987/10/12,19.3,1,0.7
1987/10/13,13.5,1,9.4
1987/10/14,16.3,2.5,2.8
1987/10/15,16.1,1.2,0.2
1987/10/16,9.51,1.3,0.4
1987/10/17,9.73,3,0
1987/10/18,9.74,1.8,2.9
1987/10/19,10.6,1.8,5.9
1987/10/20,10.4,0.3,1
1987/10/21,10.5,0,2.8
1987/10/22,11.6,0.4,0
1987/10/23,9.68,1,0
1987/10/24,9.23,2.3,0.9
1987/10/25,9.97,0.5,2.1
1987/10/26,10.3,0.7,0
1987/10/27,8.54,1.5,0
1987/10/28,8.15,0,0.6
1987/10/29,8.31,0.2,8.2
1987/10/30,10.2,0.6,1.2
1987/10/31,12.2,1.1,0
1987/11/1,7.43,0,0
1987/11/2,7.25,3.2,34.4
1987/11/3,33.2,0.3,0.4
1987/11/4,25.1,2.7,0
1987/11/5,18,0.1,20.2
1987/11/6,24.8,0.4,0
1987/11/7,21.4,1.4,0
1987/11/8,18.2,1.6,0
1987/11/9,14.5,1,0
1987/11/10,11.2,0.9,0
1987/11/11,10.6,1.1,0
1987/11/12,10.2,1,0.1
1987/11/13,9.27,1.1,0
1987/11/14,6.52,1,0
1987/11/15,9.2,0.1,0
1987/11/16,7.67,1.6,32.3
1987/11/17,26.2,0,2.9
1987/11/18,22.2,0.9,0
1987/11/19,17.1,0.9,0
1987/11/20,12.5,0.2,0
1987/11/21,13.7,0.9,11.9
1987/11/22,14.8,0.2,5.4
1987/11/23,18.9,0.9,0
1987/11/24,18.7,0,4.9
1987/11/25,17.7,0.2,0
1987/11/26,13.6,1,0
1987/11/27,14.9,2.9,21
1987/11/28,31.5,2.6,22.9
1987/11/29,40.8,1.8,0
1987/11/30,25,1.4,0
1987/12/1,19.8,2.7,0
1987/12/2,15.6,1,0
1987/12/3,14.9,3.4,0
1987/12/4,14.4,2.6,0
1987/12/5,11.6,1.9,0
1987/12/6,9.66,2.1,0
1987/12/7,9.43,1.9,0
1987/12/8,8.09,2.4,0
1987/12/9,8.82,1.2,0
1987/12/10,7.56,1.4,0
1987/12/11,7.88,1.5,0
1987/12/12,7.1,0.8,0
1987/12/13,7.49,2.2,0
1987/12/14,5.98,2.4,0.6
1987/12/15,6.65,0.2,0
1987/12/16,6.17,1.1,0
1987/12/17,6.48,1.7,0
1987/12/18,5.43,3.6,0
1987/12/19,5.62,0.3,0
1987/12/20,5.39,0.9,0
1987/12/21,5.84,1.5,0
1987/12/22,4.5,1.2,0
1987/12/23,5.68,1.3,0
1987/12/24,5.1,1.1,0
1987/12/25,4.79,1.1,0
1987/12/26,4.29,1.3,0
1987/12/27,4.52,0.1,2.4
1987/12/28,4.59,0.9,1.1
1987/12/29,1.38,1,1
1987/12/30,6.84,1.1,0
1987/12/31,5.74,0.4,0